Chr	From	To	Copia	Gypsy	unknown	Total_LTR
Chr4	13800001	16800000	0.0556	0.2513	0.0550	0.3564
Chr4	14100001	17100000	0.0504	0.2612	0.0583	0.3641
Chr4	14400001	17400000	0.0462	0.2640	0.0596	0.3638
Chr4	14700001	17700000	0.0448	0.2712	0.0650	0.3748
Chr4	15000001	18000000	0.0367	0.2486	0.0622	0.3413
Chr4	15300001	18300000	0.0335	0.2559	0.0661	0.3497
Chr4	15600001	18600000	0.0344	0.2697	0.0664	0.3648
Chr4	15900001	18900000	0.0334	0.2662	0.0618	0.3561
Chr4	16200001	19200000	0.0343	0.3052	0.0660	0.4022
Chr4	16500001	19500000	0.0289	0.3353	0.0724	0.4330
Chr4	16800001	19800000	0.0299	0.3087	0.0649	0.4015
Chr4	17100001	20100000	0.0346	0.2822	0.0621	0.3773
Chr4	17400001	20400000	0.0329	0.2675	0.0585	0.3575
Chr4	17700001	20700000	0.0373	0.2572	0.0543	0.3476
Chr4	18000001	21000000	0.0371	0.2654	0.0523	0.3535
Chr4	18300001	21300000	0.0377	0.2556	0.0498	0.3414
Chr4	18600001	21600000	0.0360	0.2318	0.0529	0.3188
Chr4	18900001	21900000	0.0339	0.2307	0.0513	0.3141
Chr4	19200001	22200000	0.0357	0.1764	0.0408	0.2509
Chr4	19500001	22500000	0.0376	0.1317	0.0336	0.2010
Chr4	19800001	22800000	0.0359	0.1155	0.0333	0.1826
Chr4	20100001	23100000	0.0311	0.1262	0.0306	0.1854
Chr4	20400001	23400000	0.0297	0.1302	0.0329	0.1901
Chr4	20700001	23700000	0.0239	0.1199	0.0356	0.1767
Chr4	21000001	24000000	0.0258	0.1168	0.0387	0.1785
Chr4	21300001	24300000	0.0235	0.1120	0.0374	0.1707
Chr4	21600001	24600000	0.0242	0.1229	0.0396	0.1840
Chr4	21900001	24900000	0.0245	0.1132	0.0398	0.1748
Chr4	22200001	25200000	0.0201	0.1113	0.0401	0.1687
Chr4	22500001	25500000	0.0183	0.1149	0.0406	0.1710
Chr4	22800001	25800000	0.0166	0.1279	0.0386	0.1804
Chr4	23100001	26100000	0.0152	0.1156	0.0392	0.1678
Chr4	23400001	26400000	0.0156	0.1057	0.0357	0.1549
Chr4	23700001	26700000	0.0168	0.1136	0.0328	0.1614
Chr4	24000001	27000000	0.0149	0.1091	0.0310	0.1525
Chr4	24300001	27300000	0.0195	0.1074	0.0332	0.1571
Chr4	24600001	27600000	0.0186	0.0986	0.0286	0.1431
Chr4	24900001	27900000	0.0208	0.0967	0.0276	0.1427
Chr4	25200001	28200000	0.0226	0.1037	0.0274	0.1513
Chr4	25500001	28500000	0.0225	0.1017	0.0262	0.1479
Chr4	25800001	28800000	0.0216	0.1084	0.0312	0.1581
Chr4	26100001	29100000	0.0206	0.1217	0.0316	0.1707
Chr4	26400001	29400000	0.0217	0.1246	0.0334	0.1762
Chr4	26700001	29700000	0.0241	0.1161	0.0323	0.1688
Chr4	27000001	30000000	0.0242	0.1269	0.0318	0.1798
Chr4	27300001	30300000	0.0216	0.1327	0.0315	0.1832
Chr4	27600001	30600000	0.0224	0.1366	0.0314	0.1878
Chr4	27900001	30900000	0.0219	0.1467	0.0328	0.1985
Chr4	28200001	31200000	0.0262	0.1655	0.0369	0.2246
Chr4	28500001	31500000	0.0280	0.1673	0.0361	0.2275
Chr4	28800001	31800000	0.0316	0.1562	0.0307	0.2154
Chr4	29100001	32100000	0.0306	0.1466	0.0315	0.2055
Chr4	29400001	32400000	0.0301	0.1422	0.0296	0.1991
Chr4	29700001	32700000	0.0310	0.1428	0.0290	0.2002
Chr4	30000001	33000000	0.0311	0.1291	0.0303	0.1879
Chr4	30300001	33300000	0.0310	0.1223	0.0281	0.1789
Chr4	30600001	33600000	0.0330	0.1109	0.0294	0.1709
Chr4	30900001	33900000	0.0327	0.0994	0.0286	0.1583
Chr4	31200001	34200000	0.0267	0.0861	0.0265	0.1378
Chr4	31500001	34500000	0.0282	0.0990	0.0303	0.1562
Chr4	31800001	34800000	0.0264	0.0934	0.0310	0.1495
Chr4	32100001	35100000	0.0260	0.1025	0.0287	0.1561
Chr4	32400001	35400000	0.0255	0.1192	0.0297	0.1733
Chr4	32700001	35700000	0.0218	0.1155	0.0309	0.1670
Chr4	33000001	36000000	0.0256	0.1212	0.0303	0.1763
Chr4	33300001	36300000	0.0273	0.1270	0.0301	0.1833
Chr4	33600001	36600000	0.0253	0.1273	0.0296	0.1810
Chr4	33900001	36900000	0.0244	0.1268	0.0290	0.1793
Chr4	34200001	37200000	0.0248	0.1142	0.0277	0.1656
Chr4	34500001	37424388	0.0213	0.1113	0.0244	0.1561
Chr5	1	3000000	0.0332	0.0913	0.0354	0.1580
Chr5	300001	3300000	0.0279	0.0881	0.0329	0.1469
Chr5	600001	3600000	0.0280	0.0835	0.0346	0.1440
Chr5	900001	3900000	0.0217	0.0889	0.0342	0.1431
Chr5	1200001	4200000	0.0225	0.0902	0.0332	0.1442
Chr5	1500001	4500000	0.0224	0.1632	0.0309	0.2150
Chr5	1800001	4800000	0.0216	0.1818	0.0311	0.2331
Chr5	2100001	5100000	0.0268	0.1838	0.0322	0.2415
Chr5	2400001	5400000	0.0301	0.2008	0.0386	0.2681
Chr5	2700001	5700000	0.0282	0.2067	0.0396	0.2730
Chr5	3000001	6000000	0.0283	0.2148	0.0420	0.2833
Chr5	3300001	6300000	0.0354	0.2256	0.0422	0.3017
Chr5	3600001	6600000	0.0392	0.2296	0.0437	0.3106
Chr5	3900001	6900000	0.0418	0.2265	0.0427	0.3090
Chr5	4200001	7200000	0.0467	0.2316	0.0426	0.3189
Chr5	4500001	7500000	0.0496	0.1637	0.0472	0.2586
Chr5	4800001	7800000	0.0596	0.1599	0.0467	0.2642
Chr5	5100001	8100000	0.0532	0.1705	0.0471	0.2688
Chr5	5400001	8400000	0.0597	0.1719	0.0413	0.2712
Chr5	5700001	8700000	0.0636	0.1928	0.0434	0.2983
Chr5	6000001	9000000	0.0619	0.2117	0.0439	0.3161
Chr5	6300001	9300000	0.0579	0.2224	0.0471	0.3257
Chr5	6600001	9600000	0.0592	0.2447	0.0475	0.3480
Chr5	6900001	9900000	0.0538	0.3049	0.0540	0.4083
Chr5	7200001	10200000	0.0531	0.3500	0.0652	0.4638
Chr5	7500001	10500000	0.0501	0.4011	0.0721	0.5167
Chr5	7800001	10800000	0.0446	0.4163	0.0823	0.5367
Chr5	8100001	11100000	0.0450	0.4257	0.0839	0.5482
Chr5	8400001	11400000	0.0486	0.4454	0.0853	0.5727
Chr5	8700001	11700000	0.0453	0.4537	0.0915	0.5835
Chr5	9000001	12000000	0.0483	0.4895	0.0931	0.6232
Chr5	9300001	12300000	0.0458	0.5294	0.0988	0.6659
Chr5	9600001	12600000	0.0400	0.5464	0.1033	0.6834
Chr5	9900001	12900000	0.0425	0.5321	0.1027	0.6712
Chr5	10200001	13200000	0.0388	0.4977	0.0968	0.6275
Chr5	10500001	13500000	0.0402	0.4586	0.0880	0.5831
Chr5	10800001	13800000	0.0366	0.4410	0.0761	0.5500
Chr5	11100001	14100000	0.0482	0.4407	0.0745	0.5597
Chr5	11400001	14400000	0.0379	0.4421	0.0746	0.5509
Chr5	11700001	14700000	0.0416	0.4237	0.0657	0.5278
Chr5	12000001	15000000	0.0413	0.3771	0.0665	0.4823
Chr5	12300001	15300000	0.0448	0.3239	0.0594	0.4261
Chr5	12600001	15600000	0.0450	0.3330	0.0551	0.4306
Chr5	12900001	15900000	0.0413	0.3383	0.0636	0.4403
Chr5	13200001	16200000	0.0439	0.3359	0.0583	0.4353
Chr5	13500001	16500000	0.0467	0.3314	0.0548	0.4301
Chr5	13800001	16800000	0.0479	0.3240	0.0551	0.4238
Chr5	14100001	17100000	0.0356	0.3053	0.0585	0.3955
Chr5	14400001	17400000	0.0331	0.2849	0.0564	0.3705
Chr5	14700001	17700000	0.0308	0.2931	0.0555	0.3755
Chr5	15000001	18000000	0.0288	0.3071	0.0510	0.3828
Chr5	15300001	18300000	0.0243	0.3262	0.0475	0.3943
Chr5	15600001	18600000	0.0279	0.2806	0.0462	0.3514
Chr5	15900001	18900000	0.0295	0.2320	0.0322	0.2917
Chr5	16200001	19200000	0.0265	0.2177	0.0334	0.2756
Chr5	16500001	19500000	0.0234	0.2076	0.0351	0.2639
Chr5	16800001	19800000	0.0257	0.2048	0.0329	0.2612
Chr5	17100001	20100000	0.0253	0.2055	0.0311	0.2599
Chr5	17400001	20400000	0.0266	0.1947	0.0368	0.2561
Chr5	17700001	20700000	0.0272	0.1644	0.0366	0.2262
Chr5	18000001	21000000	0.0276	0.1417	0.0378	0.2053
Chr5	18300001	21300000	0.0311	0.1173	0.0413	0.1876
Chr5	18600001	21600000	0.0339	0.1143	0.0424	0.1886
Chr5	18900001	21900000	0.0311	0.1201	0.0434	0.1926
Chr5	19200001	22200000	0.0320	0.1296	0.0434	0.2021
Chr5	19500001	22500000	0.0362	0.1319	0.0421	0.2073
Chr5	19800001	22800000	0.0353	0.1341	0.0423	0.2092
Chr5	20100001	23100000	0.0393	0.1359	0.0398	0.2130
Chr5	20400001	23400000	0.0380	0.1321	0.0342	0.2023
Chr5	20700001	23700000	0.0356	0.1431	0.0342	0.2109
Chr5	21000001	24000000	0.0374	0.1421	0.0346	0.2119
Chr5	21300001	24300000	0.0356	0.1406	0.0322	0.2064
Chr5	21600001	24600000	0.0304	0.1468	0.0303	0.2055
Chr5	21900001	24900000	0.0312	0.1390	0.0289	0.1968
Chr5	22200001	25200000	0.0289	0.1333	0.0295	0.1903
Chr5	22500001	25500000	0.0254	0.1314	0.0309	0.1864
Chr5	22800001	25800000	0.0256	0.1354	0.0332	0.1923
Chr5	23100001	26100000	0.0225	0.1316	0.0353	0.1872
Chr5	23400001	26400000	0.0217	0.1349	0.0369	0.1912
Chr5	23700001	26700000	0.0208	0.1377	0.0355	0.1916
Chr5	24000001	27000000	0.0217	0.1424	0.0355	0.1966
Chr5	24300001	27300000	0.0211	0.1442	0.0360	0.1983
Chr5	24600001	27600000	0.0216	0.1337	0.0359	0.1879
Chr5	24900001	27900000	0.0214	0.1357	0.0372	0.1907
Chr5	25200001	28200000	0.0244	0.1211	0.0343	0.1761
Chr5	25500001	28500000	0.0231	0.1197	0.0327	0.1718
Chr5	25800001	28800000	0.0224	0.1150	0.0308	0.1650
Chr5	26100001	29100000	0.0236	0.1116	0.0269	0.1592
Chr5	26400001	29400000	0.0250	0.1054	0.0257	0.1532
Chr5	26700001	29700000	0.0252	0.0966	0.0262	0.1451
Chr5	27000001	30000000	0.0239	0.0937	0.0242	0.1392
Chr5	27300001	30300000	0.0239	0.0977	0.0238	0.1430
Chr5	27600001	30600000	0.0220	0.1178	0.0380	0.1736
Chr5	27900001	30611827	0.0231	0.1170	0.0382	0.1744
Chr6	1	3000000	0.0152	0.1309	0.0365	0.1789
Chr6	300001	3300000	0.0170	0.1265	0.0364	0.1763
Chr6	600001	3600000	0.0224	0.1198	0.0343	0.1731
Chr6	900001	3900000	0.0269	0.1244	0.0331	0.1813
Chr6	1200001	4200000	0.0245	0.1129	0.0311	0.1657
Chr6	1500001	4500000	0.0248	0.0914	0.0347	0.1481
Chr6	1800001	4800000	0.0257	0.0945	0.0348	0.1518
Chr6	2100001	5100000	0.0274	0.1014	0.0406	0.1661
Chr6	2400001	5400000	0.0289	0.0995	0.0414	0.1665
Chr6	2700001	5700000	0.0272	0.1048	0.0379	0.1671
Chr6	3000001	6000000	0.0298	0.1092	0.0383	0.1747
Chr6	3300001	6300000	0.0282	0.1067	0.0402	0.1726
Chr6	3600001	6600000	0.0238	0.0991	0.0407	0.1613
Chr6	3900001	6900000	0.0205	0.0976	0.0444	0.1599
Chr6	4200001	7200000	0.0196	0.0950	0.0445	0.1566
Chr6	4500001	7500000	0.0236	0.0941	0.0409	0.1561
Chr6	4800001	7800000	0.0229	0.0928	0.0429	0.1563
Chr6	5100001	8100000	0.0223	0.0955	0.0392	0.1546
Chr6	5400001	8400000	0.0227	0.1075	0.0411	0.1685
Chr6	5700001	8700000	0.0247	0.1224	0.0444	0.1888
Chr6	6000001	9000000	0.0263	0.1267	0.0464	0.1958
Chr6	6300001	9300000	0.0260	0.1363	0.0481	0.2065
Chr6	6600001	9600000	0.0279	0.1455	0.0485	0.2182
Chr6	6900001	9900000	0.0344	0.1581	0.0464	0.2349
Chr6	7200001	10200000	0.0360	0.1955	0.0508	0.2783
Chr6	7500001	10500000	0.0324	0.2041	0.0518	0.2842
Chr6	7800001	10800000	0.0353	0.2141	0.0498	0.2954
Chr6	8100001	11100000	0.0432	0.2177	0.0491	0.3061
Chr6	8400001	11400000	0.0430	0.2180	0.0460	0.3037
Chr6	8700001	11700000	0.0458	0.2150	0.0454	0.3029
Chr6	9000001	12000000	0.0528	0.2111	0.0480	0.3088
Chr6	9300001	12300000	0.0591	0.2220	0.0450	0.3229
Chr6	9600001	12600000	0.0580	0.2390	0.0453	0.3388
Chr6	9900001	12900000	0.0533	0.2466	0.0444	0.3410
Chr6	10200001	13200000	0.0510	0.2336	0.0406	0.3219
Chr6	10500001	13500000	0.0531	0.2434	0.0393	0.3323
Chr6	10800001	13800000	0.0583	0.2425	0.0407	0.3382
Chr6	11100001	14100000	0.0508	0.2811	0.0456	0.3741
Chr6	11400001	14400000	0.0597	0.3005	0.0513	0.4069
Chr6	11700001	14700000	0.0565	0.3122	0.0560	0.4201
Chr6	12000001	15000000	0.0452	0.3490	0.0542	0.4440
Chr6	12300001	15300000	0.0475	0.3586	0.0590	0.4604
Chr6	12600001	15600000	0.0537	0.3856	0.0659	0.4994
Chr6	12900001	15900000	0.0501	0.3987	0.0694	0.5127
Chr6	13200001	16200000	0.0683	0.4120	0.0697	0.5448
Chr6	13500001	16500000	0.0656	0.4516	0.0820	0.5941
Chr6	13800001	16800000	0.0637	0.4836	0.0776	0.6196
Chr6	14100001	17100000	0.0642	0.4847	0.0779	0.6216
Chr6	14400001	17400000	0.0561	0.5078	0.0735	0.6334
Chr6	14700001	17700000	0.0591	0.5075	0.0661	0.6287
Chr6	15000001	18000000	0.0599	0.4814	0.0682	0.6060
Chr6	15300001	18300000	0.0521	0.4686	0.0637	0.5815
Chr6	15600001	18600000	0.0506	0.4341	0.0591	0.5424
Chr6	15900001	18900000	0.0603	0.4036	0.0565	0.5188
Chr6	16200001	19200000	0.0443	0.3973	0.0542	0.4942
Chr6	16500001	19500000	0.0417	0.3886	0.0416	0.4706
Chr6	16800001	19800000	0.0407	0.3876	0.0506	0.4768
Chr6	17100001	20100000	0.0388	0.3721	0.0463	0.4551
Chr6	17400001	20400000	0.0362	0.3351	0.0457	0.4143
Chr6	17700001	20700000	0.0317	0.3169	0.0451	0.3911
Chr6	18000001	21000000	0.0307	0.3205	0.0426	0.3911
Chr6	18300001	21300000	0.0325	0.3193	0.0423	0.3913
Chr6	18600001	21600000	0.0314	0.3196	0.0402	0.3877
Chr6	18900001	21900000	0.0241	0.3240	0.0399	0.3845
Chr6	19200001	22200000	0.0245	0.3092	0.0401	0.3701
Chr6	19500001	22500000	0.0285	0.2652	0.0437	0.3333
Chr6	19800001	22800000	0.0264	0.2420	0.0366	0.3019
Chr6	20100001	23100000	0.0310	0.2152	0.0359	0.2789
Chr6	20400001	23400000	0.0324	0.2331	0.0360	0.2989
Chr6	20700001	23700000	0.0327	0.2439	0.0360	0.3099
Chr6	21000001	24000000	0.0324	0.2324	0.0338	0.2959
Chr6	21300001	24300000	0.0345	0.2278	0.0350	0.2944
Chr6	21600001	24600000	0.0355	0.2169	0.0346	0.2846
Chr6	21900001	24900000	0.0335	0.2154	0.0335	0.2802
Chr6	22200001	25200000	0.0328	0.1951	0.0337	0.2593
Chr6	22500001	25500000	0.0303	0.2018	0.0309	0.2611
Chr6	22800001	25800000	0.0359	0.1849	0.0329	0.2519
Chr6	23100001	26100000	0.0351	0.1840	0.0362	0.2534
Chr6	23400001	26400000	0.0413	0.1617	0.0371	0.2383
Chr6	23700001	26700000	0.0404	0.1559	0.0395	0.2341
Chr6	24000001	27000000	0.0429	0.1636	0.0396	0.2443
Chr6	24300001	27300000	0.0397	0.1481	0.0393	0.2257
Chr6	24600001	27600000	0.0350	0.1417	0.0405	0.2158
Chr6	24900001	27900000	0.0361	0.1368	0.0425	0.2140
Chr6	25200001	28200000	0.0340	0.1495	0.0424	0.2244
Chr6	25500001	28500000	0.0351	0.1413	0.0424	0.2173
Chr6	25800001	28800000	0.0269	0.1443	0.0408	0.2103
Chr6	26100001	29100000	0.0237	0.1423	0.0368	0.2011
Chr6	26400001	29400000	0.0165	0.1347	0.0365	0.1856
Chr6	26700001	29700000	0.0228	0.1124	0.0398	0.1729
Chr6	27000001	30000000	0.0207	0.1103	0.0384	0.1673
Chr6	27300001	30300000	0.0188	0.1123	0.0371	0.1662
Chr6	27600001	30600000	0.0230	0.1198	0.0363	0.1773
Chr6	27900001	30900000	0.0219	0.1248	0.0352	0.1798
Chr6	28200001	31200000	0.0228	0.1121	0.0345	0.1673
Chr6	28500001	31500000	0.0219	0.1191	0.0316	0.1706
Chr6	28800001	31800000	0.0242	0.1264	0.0317	0.1801
Chr6	29100001	31859513	0.0252	0.1276	0.0317	0.1823
Chr7	1	3000000	0.0318	0.1973	0.0614	0.2864
Chr7	300001	3300000	0.0256	0.2096	0.0647	0.2963
Chr7	600001	3600000	0.0233	0.2044	0.0614	0.2854
Chr7	900001	3900000	0.0256	0.2091	0.0600	0.2906
Chr7	1200001	4200000	0.0254	0.2019	0.0619	0.2851
Chr7	1500001	4500000	0.0234	0.2028	0.0582	0.2813
Chr7	1800001	4800000	0.0269	0.1753	0.0491	0.2489
Chr7	2100001	5100000	0.0265	0.1386	0.0436	0.2063
Chr7	2400001	5400000	0.0271	0.1148	0.0442	0.1842
Chr7	2700001	5700000	0.0243	0.1164	0.0468	0.1854
Chr7	3000001	6000000	0.0182	0.1174	0.0467	0.1803
Chr7	3300001	6300000	0.0194	0.1088	0.0404	0.1669
Chr7	3600001	6600000	0.0260	0.1212	0.0407	0.1861
Chr7	3900001	6900000	0.0280	0.1406	0.0428	0.2102
Chr7	4200001	7200000	0.0347	0.1580	0.0409	0.2323
Chr7	4500001	7500000	0.0424	0.1606	0.0405	0.2422
Chr7	4800001	7800000	0.0397	0.1638	0.0411	0.2432
Chr7	5100001	8100000	0.0445	0.1916	0.0491	0.2835
Chr7	5400001	8400000	0.0450	0.2286	0.0465	0.3181
Chr7	5700001	8700000	0.0471	0.2617	0.0437	0.3507
Chr7	6000001	9000000	0.0513	0.2825	0.0413	0.3736
Chr7	6300001	9300000	0.0506	0.2972	0.0456	0.3915
Chr7	6600001	9600000	0.0539	0.3031	0.0456	0.4002
Chr7	6900001	9900000	0.0591	0.2970	0.0445	0.3973
Chr7	7200001	10200000	0.0542	0.3167	0.0493	0.4168
Chr7	7500001	10500000	0.0504	0.3738	0.0546	0.4744
Chr7	7800001	10800000	0.0576	0.3787	0.0568	0.4884
Chr7	8100001	11100000	0.0597	0.3727	0.0517	0.4782
Chr7	8400001	11400000	0.0598	0.3968	0.0533	0.5035
Chr7	8700001	11700000	0.0571	0.4180	0.0544	0.5230
Chr7	9000001	12000000	0.0585	0.4253	0.0564	0.5334
Chr7	9300001	12300000	0.0637	0.4317	0.0526	0.5416
Chr7	9600001	12600000	0.0591	0.4414	0.0574	0.5510
Chr7	9900001	12900000	0.0584	0.4602	0.0557	0.5679
Chr7	10200001	13200000	0.0590	0.4894	0.0556	0.5974
Chr7	10500001	13500000	0.0543	0.4348	0.0474	0.5310
Chr7	10800001	13800000	0.0458	0.4691	0.0479	0.5568
Chr7	11100001	14100000	0.0419	0.4799	0.0437	0.5612
Chr7	11400001	14400000	0.0500	0.4333	0.0412	0.5210
Chr7	11700001	14700000	0.0561	0.3896	0.0414	0.4838
Chr7	12000001	15000000	0.0544	0.3884	0.0405	0.4803
Chr7	12300001	15300000	0.0496	0.4349	0.0485	0.5294
Chr7	12600001	15600000	0.0499	0.4143	0.0443	0.5056
Chr7	12900001	15900000	0.0472	0.3938	0.0480	0.4856
Chr7	13200001	16200000	0.0474	0.3515	0.0442	0.4396
Chr7	13500001	16500000	0.0535	0.3707	0.0497	0.4691
Chr7	13800001	16800000	0.0589	0.3563	0.0480	0.4578
Chr7	14100001	17100000	0.0571	0.3357	0.0485	0.4357
Chr7	14400001	17400000	0.0563	0.3719	0.0567	0.4785
Chr7	14700001	17700000	0.0529	0.3931	0.0589	0.4968
Chr7	15000001	18000000	0.0522	0.3798	0.0596	0.4830
Chr7	15300001	18300000	0.0591	0.3237	0.0553	0.4304
Chr7	15600001	18600000	0.0587	0.3261	0.0608	0.4373
Chr7	15900001	18900000	0.0626	0.3093	0.0567	0.4213
Chr7	16200001	19200000	0.0630	0.2899	0.0566	0.4024
Chr7	16500001	19500000	0.0588	0.2808	0.0544	0.3882
Chr7	16800001	19800000	0.0541	0.2597	0.0539	0.3633
Chr7	17100001	20100000	0.0538	0.2584	0.0558	0.3634
Chr7	17400001	20400000	0.0490	0.2150	0.0466	0.3067
Chr7	17700001	20700000	0.0491	0.1974	0.0452	0.2894
Chr7	18000001	21000000	0.0480	0.1897	0.0445	0.2793
Chr7	18300001	21300000	0.0418	0.1723	0.0412	0.2522
Chr7	18600001	21600000	0.0376	0.1696	0.0351	0.2393
Chr7	18900001	21900000	0.0275	0.1677	0.0359	0.2278
Chr7	19200001	22200000	0.0290	0.1671	0.0372	0.2301
Chr7	19500001	22500000	0.0318	0.1648	0.0417	0.2332
Chr7	19800001	22800000	0.0314	0.1488	0.0450	0.2199
Chr7	20100001	23100000	0.0315	0.1425	0.0433	0.2121
Chr7	20400001	23400000	0.0272	0.1498	0.0434	0.2149
Chr7	20700001	23700000	0.0280	0.1330	0.0416	0.1971
Chr7	21000001	24000000	0.0269	0.1321	0.0411	0.1955
Chr7	21300001	24300000	0.0308	0.1415	0.0404	0.2083
Chr7	21600001	24600000	0.0306	0.1386	0.0388	0.2040
Chr7	21900001	24900000	0.0322	0.1391	0.0383	0.2055
Chr7	22200001	25200000	0.0317	0.1368	0.0364	0.2009
Chr7	22500001	25500000	0.0304	0.1223	0.0334	0.1840
Chr7	22800001	25800000	0.0293	0.1222	0.0297	0.1790
Chr7	23100001	26100000	0.0310	0.1141	0.0339	0.1769
Chr7	23400001	26400000	0.0344	0.1092	0.0336	0.1757
Chr7	23700001	26700000	0.0316	0.1137	0.0328	0.1761
Chr7	24000001	27000000	0.0299	0.1160	0.0322	0.1760
Chr7	24300001	27300000	0.0239	0.1103	0.0318	0.1639
Chr7	24600001	27600000	0.0258	0.1173	0.0325	0.1733
Chr7	24900001	27900000	0.0245	0.1180	0.0320	0.1723
Chr7	25200001	28200000	0.0219	0.1250	0.0329	0.1777
Chr7	25500001	28500000	0.0246	0.1227	0.0292	0.1743
Chr7	25800001	28800000	0.0238	0.1218	0.0290	0.1726
Chr7	26100001	29100000	0.0230	0.1181	0.0251	0.1639
Chr7	26400001	29400000	0.0212	0.1080	0.0246	0.1515
Chr7	26700001	29700000	0.0231	0.1195	0.0259	0.1668
Chr7	27000001	30000000	0.0259	0.1168	0.0258	0.1667
Chr7	27300001	30300000	0.0262	0.1080	0.0274	0.1599
Chr7	27600001	30600000	0.0265	0.1014	0.0294	0.1556
Chr7	27900001	30837454	0.0275	0.1050	0.0320	0.1627
Chr8	1	3000000	0.0223	0.1354	0.0340	0.1888
Chr8	300001	3300000	0.0227	0.1365	0.0349	0.1912
Chr8	600001	3600000	0.0254	0.1466	0.0361	0.2054
Chr8	900001	3900000	0.0269	0.1463	0.0371	0.2078
Chr8	1200001	4200000	0.0311	0.1384	0.0364	0.2033
Chr8	1500001	4500000	0.0303	0.1234	0.0355	0.1871
Chr8	1800001	4800000	0.0344	0.1259	0.0375	0.1955
Chr8	2100001	5100000	0.0369	0.1322	0.0352	0.2022
Chr8	2400001	5400000	0.0408	0.1279	0.0324	0.1986
Chr8	2700001	5700000	0.0413	0.1408	0.0337	0.2135
Chr8	3000001	6000000	0.0439	0.1652	0.0337	0.2407
Chr8	3300001	6300000	0.0445	0.1734	0.0361	0.2515
Chr8	3600001	6600000	0.0427	0.2240	0.0464	0.3096
Chr8	3900001	6900000	0.0403	0.2610	0.0487	0.3465
Chr8	4200001	7200000	0.0345	0.3202	0.0471	0.3984
Chr8	4500001	7500000	0.0332	0.3691	0.0550	0.4527
Chr8	4800001	7800000	0.0271	0.3655	0.0551	0.4434
Chr8	5100001	8100000	0.0305	0.3727	0.0562	0.4548
Chr8	5400001	8400000	0.0256	0.3662	0.0581	0.4457
Chr8	5700001	8700000	0.0242	0.3628	0.0567	0.4396
Chr8	6000001	9000000	0.0223	0.3425	0.0562	0.4168
Chr8	6300001	9300000	0.0222	0.3485	0.0547	0.4218
Chr8	6600001	9600000	0.0229	0.3243	0.0443	0.3890
Chr8	6900001	9900000	0.0287	0.2946	0.0413	0.3619
Chr8	7200001	10200000	0.0333	0.2531	0.0431	0.3267
Chr8	7500001	10500000	0.0363	0.2315	0.0394	0.3053
Chr8	7800001	10800000	0.0433	0.2502	0.0369	0.3287
Chr8	8100001	11100000	0.0413	0.2567	0.0355	0.3322
Chr8	8400001	11400000	0.0426	0.2842	0.0400	0.3637
Chr8	8700001	11700000	0.0462	0.2909	0.0416	0.3753
Chr8	9000001	12000000	0.0521	0.3092	0.0415	0.3995
Chr8	9300001	12300000	0.0509	0.3613	0.0527	0.4604
Chr8	9600001	12600000	0.0470	0.3504	0.0527	0.4451
Chr8	9900001	12900000	0.0415	0.3950	0.0607	0.4911
Chr8	10200001	13200000	0.0372	0.4073	0.0652	0.5037
Chr8	10500001	13500000	0.0343	0.4331	0.0669	0.5270
Chr8	10800001	13800000	0.0281	0.4571	0.0780	0.5556
Chr8	11100001	14100000	0.0293	0.4657	0.0831	0.5694
Chr8	11400001	14400000	0.0280	0.4634	0.0754	0.5600
Chr8	11700001	14700000	0.0285	0.4667	0.0829	0.5712
Chr8	12000001	15000000	0.0269	0.4554	0.0842	0.5594
Chr8	12300001	15300000	0.0303	0.4057	0.0712	0.5013
Chr8	12600001	15600000	0.0343	0.3877	0.0738	0.4899
Chr8	12900001	15900000	0.0410	0.3452	0.0704	0.4519
Chr8	13200001	16200000	0.0473	0.3306	0.0663	0.4383
Chr8	13500001	16500000	0.0540	0.2887	0.0650	0.4032
Chr8	13800001	16800000	0.0647	0.2705	0.0584	0.3895
Chr8	14100001	17100000	0.0601	0.2608	0.0591	0.3755
Chr8	14400001	17400000	0.0586	0.2683	0.0590	0.3813
Chr8	14700001	17700000	0.0661	0.2716	0.0498	0.3832
Chr8	15000001	18000000	0.0617	0.3034	0.0495	0.4104
Chr8	15300001	18300000	0.0623	0.3053	0.0530	0.4160
Chr8	15600001	18600000	0.0613	0.3092	0.0503	0.4167
Chr8	15900001	18900000	0.0597	0.3174	0.0471	0.4196
Chr8	16200001	19200000	0.0609	0.3166	0.0442	0.4183
Chr8	16500001	19500000	0.0620	0.3113	0.0447	0.4140
Chr8	16800001	19800000	0.0557	0.2820	0.0409	0.3746
Chr8	17100001	20100000	0.0595	0.2706	0.0363	0.3638
Chr8	17400001	20400000	0.0602	0.2385	0.0378	0.3340
Chr8	17700001	20700000	0.0523	0.2160	0.0376	0.3035
Chr8	18000001	21000000	0.0505	0.1747	0.0393	0.2619
Chr8	18300001	21300000	0.0511	0.1624	0.0380	0.2494
Chr8	18600001	21600000	0.0501	0.1596	0.0394	0.2468
Chr8	18900001	21900000	0.0471	0.1374	0.0416	0.2242
Chr8	19200001	22200000	0.0475	0.1339	0.0421	0.2218
Chr8	19500001	22500000	0.0399	0.1455	0.0380	0.2218
Chr8	19800001	22800000	0.0379	0.1471	0.0385	0.2219
