Chr	From	To	Copia	Gypsy	unknown	Total_LTR
Chr4	14100001	17100000	0.0525	0.2429	0.0614	0.3533
Chr4	14400001	17400000	0.0493	0.2390	0.0643	0.3487
Chr4	14700001	17700000	0.0470	0.2191	0.0651	0.3266
Chr4	15000001	18000000	0.0367	0.2281	0.0683	0.3279
Chr4	15300001	18300000	0.0377	0.2359	0.0664	0.3353
Chr4	15600001	18600000	0.0367	0.2425	0.0674	0.3408
Chr4	15900001	18900000	0.0402	0.2511	0.0613	0.3468
Chr4	16200001	19200000	0.0430	0.2455	0.0563	0.3387
Chr4	16500001	19500000	0.0393	0.2284	0.0561	0.3179
Chr4	16800001	19800000	0.0399	0.2005	0.0505	0.2855
Chr4	17100001	20100000	0.0422	0.1835	0.0477	0.2683
Chr4	17400001	20400000	0.0406	0.1672	0.0416	0.2445
Chr4	17700001	20700000	0.0421	0.1653	0.0433	0.2462
Chr4	18000001	21000000	0.0445	0.1493	0.0407	0.2304
Chr4	18300001	21300000	0.0464	0.1284	0.0443	0.2147
Chr4	18600001	21600000	0.0472	0.1027	0.0425	0.1885
Chr4	18900001	21900000	0.0421	0.0928	0.0429	0.1740
Chr4	19200001	22200000	0.0408	0.0888	0.0405	0.1670
Chr4	19500001	22500000	0.0378	0.0896	0.0397	0.1644
Chr4	19800001	22800000	0.0324	0.0885	0.0423	0.1603
Chr4	20100001	23100000	0.0302	0.0859	0.0440	0.1570
Chr4	20400001	23400000	0.0302	0.0823	0.0471	0.1565
Chr4	20700001	23700000	0.0283	0.0886	0.0456	0.1599
Chr4	21000001	24000000	0.0240	0.1066	0.0494	0.1759
Chr4	21300001	24300000	0.0190	0.1103	0.0463	0.1715
Chr4	21600001	24600000	0.0177	0.1210	0.0478	0.1828
Chr4	21900001	24900000	0.0176	0.1284	0.0515	0.1935
Chr4	22200001	25200000	0.0151	0.1289	0.0510	0.1912
Chr4	22500001	25500000	0.0144	0.1252	0.0525	0.1883
Chr4	22800001	25800000	0.0148	0.1271	0.0483	0.1866
Chr4	23100001	26100000	0.0137	0.1368	0.0451	0.1919
Chr4	23400001	26400000	0.0159	0.1352	0.0438	0.1913
Chr4	23700001	26700000	0.0194	0.1296	0.0420	0.1873
Chr4	24000001	27000000	0.0200	0.1141	0.0365	0.1683
Chr4	24300001	27300000	0.0218	0.1172	0.0381	0.1747
Chr4	24600001	27600000	0.0223	0.1132	0.0375	0.1707
Chr4	24900001	27900000	0.0228	0.0958	0.0338	0.1505
Chr4	25200001	28200000	0.0214	0.1181	0.0383	0.1751
Chr4	25500001	28500000	0.0236	0.1217	0.0389	0.1812
Chr4	25800001	28800000	0.0242	0.1190	0.0415	0.1816
Chr4	26100001	29100000	0.0258	0.1078	0.0390	0.1696
Chr4	26400001	29400000	0.0239	0.1217	0.0378	0.1802
Chr4	26700001	29700000	0.0229	0.1276	0.0376	0.1845
Chr4	27000001	30000000	0.0241	0.1302	0.0388	0.1897
Chr4	27300001	30300000	0.0273	0.1454	0.0405	0.2090
Chr4	27600001	30600000	0.0303	0.1599	0.0408	0.2268
Chr4	27900001	30900000	0.0329	0.1569	0.0393	0.2250
Chr4	28200001	31200000	0.0370	0.1267	0.0346	0.1948
Chr4	28500001	31500000	0.0344	0.1343	0.0356	0.2011
Chr4	28800001	31800000	0.0334	0.1391	0.0330	0.2025
Chr4	29100001	32100000	0.0328	0.1374	0.0340	0.2013
Chr4	29400001	32400000	0.0328	0.1299	0.0348	0.1946
Chr4	29700001	32700000	0.0325	0.1200	0.0355	0.1855
Chr4	30000001	33000000	0.0302	0.1134	0.0356	0.1765
Chr4	30300001	33300000	0.0287	0.0951	0.0349	0.1569
Chr4	30600001	33600000	0.0251	0.0864	0.0339	0.1432
Chr4	30900001	33900000	0.0222	0.1058	0.0373	0.1631
Chr4	31200001	34200000	0.0196	0.1216	0.0396	0.1787
Chr4	31500001	34500000	0.0198	0.1134	0.0374	0.1680
Chr4	31800001	34800000	0.0205	0.1097	0.0401	0.1675
Chr4	32100001	35100000	0.0187	0.1088	0.0400	0.1648
Chr4	32400001	35400000	0.0226	0.1058	0.0396	0.1654
Chr4	32700001	35700000	0.0204	0.1166	0.0388	0.1730
Chr4	33000001	36000000	0.0210	0.1094	0.0383	0.1659
Chr4	33300001	36300000	0.0194	0.1130	0.0368	0.1666
Chr4	33600001	36600000	0.0187	0.1019	0.0365	0.1547
Chr4	33900001	36900000	0.0189	0.0956	0.0336	0.1456
Chr4	34200001	36912540	0.0186	0.0828	0.0326	0.1314
Chr5	1	3000000	0.0300	0.0886	0.0384	0.1547
Chr5	300001	3300000	0.0266	0.0801	0.0365	0.1408
Chr5	600001	3600000	0.0275	0.0800	0.0390	0.1437
Chr5	900001	3900000	0.0264	0.1003	0.0375	0.1618
Chr5	1200001	4200000	0.0275	0.1131	0.0396	0.1784
Chr5	1500001	4500000	0.0292	0.1435	0.0394	0.2104
Chr5	1800001	4800000	0.0263	0.1877	0.0365	0.2489
Chr5	2100001	5100000	0.0314	0.1909	0.0396	0.2603
Chr5	2400001	5400000	0.0326	0.2022	0.0451	0.2773
Chr5	2700001	5700000	0.0301	0.2066	0.0483	0.2822
Chr5	3000001	6000000	0.0310	0.2183	0.0525	0.2988
Chr5	3300001	6300000	0.0364	0.2311	0.0536	0.3182
Chr5	3600001	6600000	0.0408	0.2295	0.0546	0.3217
Chr5	3900001	6900000	0.0403	0.2080	0.0566	0.3016
Chr5	4200001	7200000	0.0463	0.1960	0.0535	0.2925
Chr5	4500001	7500000	0.0473	0.1794	0.0568	0.2804
Chr5	4800001	7800000	0.0579	0.1453	0.0596	0.2595
Chr5	5100001	8100000	0.0513	0.1674	0.0570	0.2725
Chr5	5400001	8400000	0.0606	0.1507	0.0533	0.2624
Chr5	5700001	8700000	0.0616	0.1902	0.0511	0.3000
Chr5	6000001	9000000	0.0627	0.2026	0.0507	0.3131
Chr5	6300001	9300000	0.0595	0.2125	0.0517	0.3204
Chr5	6600001	9600000	0.0608	0.2344	0.0506	0.3424
Chr5	6900001	9900000	0.0585	0.2839	0.0560	0.3937
Chr5	7200001	10200000	0.0543	0.3473	0.0652	0.4612
Chr5	7500001	10500000	0.0520	0.3907	0.0704	0.5056
Chr5	7800001	10800000	0.0417	0.4206	0.0813	0.5363
Chr5	8100001	11100000	0.0453	0.4146	0.0828	0.5354
Chr5	8400001	11400000	0.0468	0.4479	0.0817	0.5690
Chr5	8700001	11700000	0.0467	0.4547	0.0871	0.5814
Chr5	9000001	12000000	0.0446	0.4859	0.0849	0.6075
Chr5	9300001	12300000	0.0453	0.5230	0.0929	0.6530
Chr5	9600001	12600000	0.0385	0.5570	0.0959	0.6835
Chr5	9900001	12900000	0.0395	0.5552	0.0996	0.6873
Chr5	10200001	13200000	0.0392	0.5104	0.0939	0.6373
Chr5	10500001	13500000	0.0393	0.4783	0.0858	0.5991
Chr5	10800001	13800000	0.0409	0.4488	0.0749	0.5602
Chr5	11100001	14100000	0.0477	0.4529	0.0728	0.5692
Chr5	11400001	14400000	0.0387	0.4590	0.0751	0.5682
Chr5	11700001	14700000	0.0414	0.4312	0.0663	0.5350
Chr5	12000001	15000000	0.0441	0.3926	0.0735	0.5069
Chr5	12300001	15300000	0.0414	0.3425	0.0657	0.4467
Chr5	12600001	15600000	0.0451	0.3182	0.0639	0.4243
Chr5	12900001	15900000	0.0416	0.3295	0.0664	0.4338
Chr5	13200001	16200000	0.0435	0.3287	0.0636	0.4319
Chr5	13500001	16500000	0.0461	0.3229	0.0622	0.4272
Chr5	13800001	16800000	0.0465	0.3174	0.0596	0.4195
Chr5	14100001	17100000	0.0354	0.3064	0.0615	0.3992
Chr5	14400001	17400000	0.0323	0.2729	0.0611	0.3626
Chr5	14700001	17700000	0.0304	0.2677	0.0645	0.3588
Chr5	15000001	18000000	0.0275	0.2795	0.0572	0.3603
Chr5	15300001	18300000	0.0270	0.2981	0.0544	0.3758
Chr5	15600001	18600000	0.0273	0.2684	0.0527	0.3445
Chr5	15900001	18900000	0.0338	0.2190	0.0411	0.2913
Chr5	16200001	19200000	0.0318	0.2083	0.0434	0.2807
Chr5	16500001	19500000	0.0315	0.1938	0.0444	0.2666
Chr5	16800001	19800000	0.0350	0.1888	0.0438	0.2642
Chr5	17100001	20100000	0.0377	0.1775	0.0438	0.2553
Chr5	17400001	20400000	0.0393	0.1726	0.0441	0.2524
Chr5	17700001	20700000	0.0395	0.1634	0.0427	0.2420
Chr5	18000001	21000000	0.0400	0.1467	0.0433	0.2265
Chr5	18300001	21300000	0.0416	0.1295	0.0460	0.2139
Chr5	18600001	21600000	0.0388	0.1268	0.0471	0.2094
Chr5	18900001	21900000	0.0328	0.1194	0.0498	0.1991
Chr5	19200001	22200000	0.0327	0.1135	0.0471	0.1900
Chr5	19500001	22500000	0.0358	0.1175	0.0456	0.1959
Chr5	19800001	22800000	0.0337	0.1271	0.0474	0.2054
Chr5	20100001	23100000	0.0327	0.1346	0.0460	0.2107
Chr5	20400001	23400000	0.0312	0.1323	0.0428	0.2037
Chr5	20700001	23700000	0.0293	0.1262	0.0456	0.1976
Chr5	21000001	24000000	0.0316	0.1225	0.0468	0.1973
Chr5	21300001	24300000	0.0318	0.1130	0.0451	0.1863
Chr5	21600001	24600000	0.0318	0.1154	0.0430	0.1866
Chr5	21900001	24900000	0.0324	0.1224	0.0405	0.1918
Chr5	22200001	25200000	0.0287	0.1257	0.0427	0.1941
Chr5	22500001	25500000	0.0247	0.1193	0.0431	0.1841
Chr5	22800001	25800000	0.0250	0.1203	0.0419	0.1839
Chr5	23100001	26100000	0.0242	0.1216	0.0442	0.1865
Chr5	23400001	26400000	0.0232	0.1242	0.0456	0.1896
Chr5	23700001	26700000	0.0238	0.1360	0.0415	0.1988
Chr5	24000001	27000000	0.0268	0.1399	0.0380	0.2023
Chr5	24300001	27300000	0.0260	0.1526	0.0397	0.2151
Chr5	24600001	27600000	0.0259	0.1461	0.0393	0.2082
Chr5	24900001	27900000	0.0259	0.1444	0.0376	0.2045
Chr5	25200001	28200000	0.0280	0.1334	0.0350	0.1928
Chr5	25500001	28500000	0.0279	0.1283	0.0329	0.1855
Chr5	25800001	28800000	0.0258	0.1223	0.0318	0.1767
Chr5	26100001	29100000	0.0265	0.1155	0.0278	0.1670
Chr5	26400001	29400000	0.0309	0.1101	0.0274	0.1654
Chr5	26700001	29700000	0.0310	0.1036	0.0267	0.1584
Chr5	27000001	30000000	0.0257	0.1022	0.0302	0.1549
Chr5	27300001	30300000	0.0256	0.1011	0.0272	0.1515
Chr5	27600001	30600000	0.0267	0.1168	0.0353	0.1752
Chr5	27900001	30689756	0.0276	0.1195	0.0427	0.1844
Chr6	1	3000000	0.0218	0.1248	0.0390	0.1826
Chr6	300001	3300000	0.0242	0.1242	0.0367	0.1824
Chr6	600001	3600000	0.0311	0.1245	0.0354	0.1882
Chr6	900001	3900000	0.0317	0.1183	0.0346	0.1816
Chr6	1200001	4200000	0.0301	0.0882	0.0305	0.1460
Chr6	1500001	4500000	0.0328	0.0863	0.0364	0.1524
Chr6	1800001	4800000	0.0347	0.0933	0.0361	0.1613
Chr6	2100001	5100000	0.0351	0.0900	0.0432	0.1653
Chr6	2400001	5400000	0.0346	0.0902	0.0418	0.1636
Chr6	2700001	5700000	0.0318	0.0952	0.0427	0.1667
Chr6	3000001	6000000	0.0367	0.1009	0.0428	0.1777
Chr6	3300001	6300000	0.0353	0.1042	0.0426	0.1790
Chr6	3600001	6600000	0.0285	0.0957	0.0413	0.1623
Chr6	3900001	6900000	0.0260	0.0921	0.0447	0.1596
Chr6	4200001	7200000	0.0263	0.0919	0.0431	0.1584
Chr6	4500001	7500000	0.0244	0.1101	0.0391	0.1710
Chr6	4800001	7800000	0.0256	0.1011	0.0410	0.1648
Chr6	5100001	8100000	0.0281	0.1044	0.0370	0.1667
Chr6	5400001	8400000	0.0266	0.1143	0.0392	0.1768
Chr6	5700001	8700000	0.0259	0.1054	0.0414	0.1693
Chr6	6000001	9000000	0.0274	0.1096	0.0405	0.1742
Chr6	6300001	9300000	0.0287	0.1097	0.0425	0.1779
Chr6	6600001	9600000	0.0312	0.1272	0.0475	0.2029
Chr6	6900001	9900000	0.0365	0.1434	0.0443	0.2214
Chr6	7200001	10200000	0.0364	0.1631	0.0470	0.2438
Chr6	7500001	10500000	0.0388	0.1726	0.0470	0.2556
Chr6	7800001	10800000	0.0379	0.1952	0.0462	0.2768
Chr6	8100001	11100000	0.0435	0.2079	0.0444	0.2933
Chr6	8400001	11400000	0.0454	0.2102	0.0453	0.2987
Chr6	8700001	11700000	0.0485	0.2204	0.0474	0.3145
Chr6	9000001	12000000	0.0551	0.2144	0.0518	0.3184
Chr6	9300001	12300000	0.0577	0.2297	0.0491	0.3335
Chr6	9600001	12600000	0.0577	0.2449	0.0482	0.3479
Chr6	9900001	12900000	0.0540	0.2556	0.0500	0.3564
Chr6	10200001	13200000	0.0521	0.2658	0.0476	0.3624
Chr6	10500001	13500000	0.0542	0.2530	0.0487	0.3531
Chr6	10800001	13800000	0.0606	0.2462	0.0492	0.3533
Chr6	11100001	14100000	0.0513	0.2804	0.0545	0.3827
Chr6	11400001	14400000	0.0603	0.2963	0.0591	0.4121
Chr6	11700001	14700000	0.0578	0.3139	0.0602	0.4282
Chr6	12000001	15000000	0.0467	0.3517	0.0600	0.4550
Chr6	12300001	15300000	0.0496	0.3597	0.0676	0.4733
Chr6	12600001	15600000	0.0543	0.3855	0.0717	0.5064
Chr6	12900001	15900000	0.0510	0.4238	0.0730	0.5429
Chr6	13200001	16200000	0.0691	0.4292	0.0738	0.5673
Chr6	13500001	16500000	0.0656	0.4768	0.0836	0.6203
Chr6	13800001	16800000	0.0630	0.5050	0.0793	0.6415
Chr6	14100001	17100000	0.0656	0.5054	0.0799	0.6457
Chr6	14400001	17400000	0.0563	0.5342	0.0725	0.6583
Chr6	14700001	17700000	0.0589	0.5303	0.0680	0.6522
Chr6	15000001	18000000	0.0577	0.5017	0.0695	0.6247
Chr6	15300001	18300000	0.0510	0.4910	0.0650	0.6024
Chr6	15600001	18600000	0.0503	0.4509	0.0612	0.5594
Chr6	15900001	18900000	0.0596	0.4005	0.0594	0.5158
Chr6	16200001	19200000	0.0438	0.3961	0.0566	0.4929
Chr6	16500001	19500000	0.0411	0.3843	0.0467	0.4692
Chr6	16800001	19800000	0.0399	0.3825	0.0561	0.4747
Chr6	17100001	20100000	0.0379	0.3654	0.0510	0.4506
Chr6	17400001	20400000	0.0357	0.3303	0.0508	0.4125
Chr6	17700001	20700000	0.0313	0.3105	0.0517	0.3891
Chr6	18000001	21000000	0.0309	0.3152	0.0490	0.3904
Chr6	18300001	21300000	0.0326	0.3138	0.0475	0.3897
Chr6	18600001	21600000	0.0320	0.3122	0.0465	0.3863
Chr6	18900001	21900000	0.0241	0.3152	0.0469	0.3823
Chr6	19200001	22200000	0.0242	0.2977	0.0491	0.3667
Chr6	19500001	22500000	0.0288	0.2539	0.0519	0.3299
Chr6	19800001	22800000	0.0271	0.2334	0.0438	0.3008
Chr6	20100001	23100000	0.0324	0.2078	0.0447	0.2811
Chr6	20400001	23400000	0.0335	0.2231	0.0441	0.2978
Chr6	20700001	23700000	0.0337	0.2370	0.0420	0.3100
Chr6	21000001	24000000	0.0330	0.2245	0.0399	0.2950
Chr6	21300001	24300000	0.0356	0.2195	0.0419	0.2944
Chr6	21600001	24600000	0.0359	0.2106	0.0419	0.2860
Chr6	21900001	24900000	0.0352	0.2092	0.0405	0.2823
Chr6	22200001	25200000	0.0347	0.1899	0.0397	0.2620
Chr6	22500001	25500000	0.0323	0.1992	0.0352	0.2646
Chr6	22800001	25800000	0.0380	0.1801	0.0382	0.2541
Chr6	23100001	26100000	0.0364	0.1803	0.0428	0.2569
Chr6	23400001	26400000	0.0430	0.1589	0.0438	0.2425
Chr6	23700001	26700000	0.0422	0.1544	0.0452	0.2386
Chr6	24000001	27000000	0.0446	0.1629	0.0452	0.2496
Chr6	24300001	27300000	0.0417	0.1470	0.0441	0.2298
Chr6	24600001	27600000	0.0376	0.1421	0.0450	0.2218
Chr6	24900001	27900000	0.0385	0.1357	0.0472	0.2184
Chr6	25200001	28200000	0.0371	0.1482	0.0462	0.2284
Chr6	25500001	28500000	0.0382	0.1410	0.0472	0.2230
Chr6	25800001	28800000	0.0296	0.1438	0.0453	0.2153
Chr6	26100001	29100000	0.0270	0.1417	0.0390	0.2047
Chr6	26400001	29400000	0.0195	0.1338	0.0387	0.1894
Chr6	26700001	29700000	0.0257	0.1101	0.0427	0.1757
Chr6	27000001	30000000	0.0234	0.1084	0.0405	0.1694
Chr6	27300001	30300000	0.0219	0.1078	0.0400	0.1668
Chr6	27600001	30600000	0.0254	0.1160	0.0379	0.1759
Chr6	27900001	30900000	0.0259	0.1227	0.0356	0.1811
Chr6	28200001	31200000	0.0277	0.1095	0.0354	0.1695
Chr6	28500001	31500000	0.0265	0.1088	0.0330	0.1655
Chr6	28800001	31800000	0.0291	0.1175	0.0332	0.1769
Chr6	29100001	31806780	0.0306	0.1199	0.0336	0.1811
Chr7	1	3000000	0.0312	0.1245	0.0523	0.2054
Chr7	300001	3300000	0.0326	0.1097	0.0510	0.1908
Chr7	600001	3600000	0.0295	0.1096	0.0473	0.1838
Chr7	900001	3900000	0.0291	0.1097	0.0474	0.1833
Chr7	1200001	4200000	0.0253	0.1165	0.0492	0.1879
Chr7	1500001	4500000	0.0313	0.1216	0.0482	0.1980
Chr7	1800001	4800000	0.0280	0.1145	0.0453	0.1851
Chr7	2100001	5100000	0.0281	0.1063	0.0490	0.1806
Chr7	2400001	5400000	0.0255	0.1132	0.0510	0.1865
Chr7	2700001	5700000	0.0209	0.1264	0.0482	0.1928
Chr7	3000001	6000000	0.0238	0.1066	0.0483	0.1761
Chr7	3300001	6300000	0.0283	0.1224	0.0484	0.1964
Chr7	3600001	6600000	0.0314	0.1397	0.0513	0.2199
Chr7	3900001	6900000	0.0393	0.1550	0.0488	0.2410
Chr7	4200001	7200000	0.0475	0.1530	0.0488	0.2473
Chr7	4500001	7500000	0.0433	0.1644	0.0489	0.2547
Chr7	4800001	7800000	0.0477	0.1871	0.0550	0.2879
Chr7	5100001	8100000	0.0485	0.2206	0.0531	0.3202
Chr7	5400001	8400000	0.0519	0.2397	0.0490	0.3386
Chr7	5700001	8700000	0.0539	0.2438	0.0500	0.3456
Chr7	6000001	9000000	0.0578	0.2630	0.0505	0.3690
Chr7	6300001	9300000	0.0560	0.2772	0.0516	0.3823
Chr7	6600001	9600000	0.0581	0.2857	0.0546	0.3961
Chr7	6900001	9900000	0.0532	0.3227	0.0570	0.4295
Chr7	7200001	10200000	0.0533	0.3613	0.0568	0.4676
Chr7	7500001	10500000	0.0621	0.3529	0.0593	0.4700
Chr7	7800001	10800000	0.0567	0.3865	0.0580	0.4945
Chr7	8100001	11100000	0.0561	0.4032	0.0574	0.5104
Chr7	8400001	11400000	0.0561	0.4212	0.0588	0.5298
Chr7	8700001	11700000	0.0620	0.4440	0.0568	0.5565
Chr7	9000001	12000000	0.0546	0.4544	0.0571	0.5595
Chr7	9300001	12300000	0.0618	0.4619	0.0553	0.5727
Chr7	9600001	12600000	0.0617	0.4752	0.0550	0.5855
Chr7	9900001	12900000	0.0589	0.4971	0.0527	0.6034
Chr7	10200001	13200000	0.0526	0.4970	0.0534	0.5983
Chr7	10500001	13500000	0.0481	0.5111	0.0508	0.6056
Chr7	10800001	13800000	0.0586	0.4668	0.0444	0.5681
Chr7	11100001	14100000	0.0593	0.4367	0.0438	0.5376
Chr7	11400001	14400000	0.0616	0.4435	0.0487	0.5507
Chr7	11700001	14700000	0.0577	0.4177	0.0488	0.5210
Chr7	12000001	15000000	0.0577	0.4479	0.0507	0.5531
Chr7	12300001	15300000	0.0533	0.4499	0.0523	0.5516
Chr7	12600001	15600000	0.0495	0.4155	0.0475	0.5083
Chr7	12900001	15900000	0.0523	0.3788	0.0512	0.4781
Chr7	13200001	16200000	0.0573	0.3631	0.0502	0.4653
Chr7	13500001	16500000	0.0512	0.3773	0.0564	0.4790
Chr7	13800001	16800000	0.0506	0.4073	0.0593	0.5097
Chr7	14100001	17100000	0.0516	0.4257	0.0603	0.5306
Chr7	14400001	17400000	0.0496	0.3903	0.0568	0.4904
Chr7	14700001	17700000	0.0512	0.3888	0.0629	0.4962
Chr7	15000001	18000000	0.0564	0.3489	0.0681	0.4668
Chr7	15300001	18300000	0.0581	0.3221	0.0661	0.4403
Chr7	15600001	18600000	0.0589	0.3116	0.0663	0.4312
Chr7	15900001	18900000	0.0576	0.2861	0.0685	0.4056
Chr7	16200001	19200000	0.0528	0.2640	0.0685	0.3785
Chr7	16500001	19500000	0.0541	0.2304	0.0621	0.3407
Chr7	16800001	19800000	0.0493	0.2003	0.0595	0.3044
Chr7	17100001	20100000	0.0478	0.1666	0.0571	0.2666
Chr7	17400001	20400000	0.0472	0.1652	0.0572	0.2644
Chr7	17700001	20700000	0.0421	0.1580	0.0513	0.2465
Chr7	18000001	21000000	0.0406	0.1543	0.0406	0.2309
Chr7	18300001	21300000	0.0350	0.1465	0.0416	0.2183
Chr7	18600001	21600000	0.0344	0.1467	0.0428	0.2192
Chr7	18900001	21900000	0.0361	0.1471	0.0404	0.2191
Chr7	19200001	22200000	0.0358	0.1484	0.0433	0.2237
Chr7	19500001	22500000	0.0348	0.1479	0.0436	0.2222
Chr7	19800001	22800000	0.0304	0.1408	0.0439	0.2111
Chr7	20100001	23100000	0.0308	0.1452	0.0448	0.2170
Chr7	20400001	23400000	0.0330	0.1368	0.0427	0.2094
Chr7	20700001	23700000	0.0317	0.1460	0.0433	0.2180
Chr7	21000001	24000000	0.0305	0.1408	0.0432	0.2117
Chr7	21300001	24300000	0.0354	0.1386	0.0421	0.2134
Chr7	21600001	24600000	0.0358	0.1280	0.0407	0.2018
Chr7	21900001	24900000	0.0337	0.1214	0.0398	0.1922
Chr7	22200001	25200000	0.0313	0.1214	0.0346	0.1852
Chr7	22500001	25500000	0.0355	0.1207	0.0360	0.1901
Chr7	22800001	25800000	0.0382	0.1340	0.0343	0.2045
Chr7	23100001	26100000	0.0369	0.1336	0.0328	0.2014
Chr7	23400001	26400000	0.0347	0.1354	0.0319	0.2000
Chr7	23700001	26700000	0.0350	0.1244	0.0310	0.1883
Chr7	24000001	27000000	0.0337	0.1281	0.0325	0.1923
Chr7	24300001	27300000	0.0284	0.1358	0.0334	0.1953
Chr7	24600001	27600000	0.0286	0.1366	0.0319	0.1949
Chr7	24900001	27900000	0.0289	0.1312	0.0291	0.1874
Chr7	25200001	28200000	0.0313	0.1644	0.0330	0.2266
Chr7	25500001	28500000	0.0262	0.1546	0.0314	0.2101
Chr7	25800001	28800000	0.0257	0.1345	0.0320	0.1896
Chr7	26100001	29100000	0.0265	0.1254	0.0327	0.1818
Chr7	26400001	29400000	0.0252	0.1382	0.0343	0.1951
Chr7	26700001	29700000	0.0277	0.1405	0.0341	0.1994
Chr7	27000001	30000000	0.0273	0.1243	0.0347	0.1831
Chr7	27300001	30300000	0.0267	0.1196	0.0355	0.1787
Chr7	27600001	30503912	0.0254	0.1335	0.0397	0.1956
Chr8	1	3000000	0.0257	0.1803	0.0367	0.2392
Chr8	300001	3300000	0.0267	0.1840	0.0389	0.2458
Chr8	600001	3600000	0.0272	0.1719	0.0376	0.2332
Chr8	900001	3900000	0.0261	0.1755	0.0396	0.2378
Chr8	1200001	4200000	0.0284	0.1743	0.0411	0.2403
Chr8	1500001	4500000	0.0331	0.1761	0.0370	0.2429
Chr8	1800001	4800000	0.0347	0.1699	0.0352	0.2365
Chr8	2100001	5100000	0.0341	0.1668	0.0343	0.2317
Chr8	2400001	5400000	0.0388	0.1565	0.0365	0.2281
Chr8	2700001	5700000	0.0445	0.1427	0.0355	0.2191
Chr8	3000001	6000000	0.0421	0.1497	0.0315	0.2212
Chr8	3300001	6300000	0.0463	0.1307	0.0313	0.2061
Chr8	3600001	6600000	0.0464	0.1725	0.0361	0.2529
Chr8	3900001	6900000	0.0480	0.1861	0.0371	0.2691
Chr8	4200001	7200000	0.0455	0.2216	0.0392	0.3044
Chr8	4500001	7500000	0.0390	0.2670	0.0401	0.3441
Chr8	4800001	7800000	0.0325	0.3248	0.0470	0.4004
Chr8	5100001	8100000	0.0326	0.3692	0.0490	0.4469
Chr8	5400001	8400000	0.0271	0.3716	0.0528	0.4477
Chr8	5700001	8700000	0.0238	0.3894	0.0527	0.4614
Chr8	6000001	9000000	0.0226	0.3644	0.0618	0.4442
Chr8	6300001	9300000	0.0189	0.3708	0.0615	0.4462
Chr8	6600001	9600000	0.0180	0.3341	0.0580	0.4047
Chr8	6900001	9900000	0.0186	0.3369	0.0601	0.4101
Chr8	7200001	10200000	0.0223	0.3228	0.0599	0.3987
Chr8	7500001	10500000	0.0279	0.2902	0.0606	0.3721
Chr8	7800001	10800000	0.0339	0.2468	0.0593	0.3343
Chr8	8100001	11100000	0.0367	0.2318	0.0627	0.3252
Chr8	8400001	11400000	0.0446	0.2303	0.0561	0.3252
Chr8	8700001	11700000	0.0427	0.2497	0.0589	0.3458
Chr8	9000001	12000000	0.0477	0.2658	0.0555	0.3637
Chr8	9300001	12300000	0.0496	0.2922	0.0536	0.3910
Chr8	9600001	12600000	0.0484	0.3326	0.0558	0.4326
Chr8	9900001	12900000	0.0446	0.3513	0.0519	0.4437
Chr8	10200001	13200000	0.0405	0.4084	0.0494	0.4952
Chr8	10500001	13500000	0.0351	0.4385	0.0509	0.5219
Chr8	10800001	13800000	0.0289	0.4840	0.0486	0.5600
Chr8	11100001	14100000	0.0272	0.5080	0.0515	0.5844
Chr8	11400001	14400000	0.0174	0.5711	0.0557	0.6416
Chr8	11700001	14700000	0.0191	0.6013	0.0535	0.6717
Chr8	12000001	15000000	0.0159	0.6195	0.0488	0.6820
Chr8	12300001	15300000	0.0142	0.6438	0.0481	0.7039
Chr8	12600001	15600000	0.0180	0.6310	0.0491	0.6961
Chr8	12900001	15900000	0.0212	0.6262	0.0503	0.6952
Chr8	13200001	16200000	0.0248	0.5538	0.0522	0.6283
Chr8	13500001	16500000	0.0313	0.5231	0.0504	0.6022
Chr8	13800001	16800000	0.0366	0.4566	0.0512	0.5418
Chr8	14100001	17100000	0.0442	0.4249	0.0454	0.5124
Chr8	14400001	17400000	0.0510	0.3723	0.0469	0.4675
Chr8	14700001	17700000	0.0567	0.3213	0.0475	0.4228
Chr8	15000001	18000000	0.0576	0.3082	0.0539	0.4158
Chr8	15300001	18300000	0.0575	0.2904	0.0571	0.4005
Chr8	15600001	18600000	0.0608	0.2772	0.0536	0.3869
Chr8	15900001	18900000	0.0629	0.2764	0.0536	0.3888
Chr8	16200001	19200000	0.0639	0.3018	0.0510	0.4125
Chr8	16500001	19500000	0.0616	0.2888	0.0528	0.3991
Chr8	16800001	19800000	0.0596	0.3110	0.0518	0.4181
Chr8	17100001	20100000	0.0577	0.3044	0.0511	0.4092
Chr8	17400001	20400000	0.0633	0.2965	0.0468	0.4034
Chr8	17700001	20700000	0.0608	0.2842	0.0497	0.3908
Chr8	18000001	21000000	0.0615	0.2638	0.0453	0.3677
Chr8	18300001	21300000	0.0654	0.2290	0.0451	0.3370
Chr8	18600001	21600000	0.0590	0.2095	0.0478	0.3131
Chr8	18900001	21900000	0.0576	0.1870	0.0459	0.2870
Chr8	19200001	22200000	0.0537	0.1568	0.0481	0.2552
Chr8	19500001	22500000	0.0564	0.1591	0.0478	0.2599
Chr8	19800001	22800000	0.0555	0.1363	0.0471	0.2355
Chr8	20100001	23100000	0.0502	0.1327	0.0511	0.2303
Chr8	20400001	23400000	0.0464	0.1196	0.0513	0.2133
Chr8	20700001	23700000	0.0408	0.1406	0.0478	0.2258
