AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os10g30370	Chr10:15781575-15781618	1-2	5::225	110::134	24::275	121::236	-0.429080541696365	1.99566958039634e-09	6.55775095935066e-08	A3SS
LOC_Os02g40514	Chr2:24575088-24575094	2	5497::608	0::14623	4563::9719	2946::14831	0.900425810678022	2.10242759911379e-09	6.87534256210193e-08	A3SS
LOC_Os05g11260	Chr5:6359567-6359613	11	198::3092	561::2549	409::1852	732::1715	-0.119936277363422	2.36099013147426e-09	7.68394970061624e-08	A5SS
LOC_Os08g04150	Chr8:2014461-2014532	2	2566::214	1395::882	1146::781	628::855	0.310069248102568	2.46661434003699e-09	7.98948130520553e-08	Cassette
LOC_Os02g55840	Chr2:34183352-34183404	2	1051::415	202::537	1008::932	383::661	0.443574425821554	3.25482625170285e-09	1.04925725896127e-07	Cassette
LOC_Os07g31450	Chr7:18638946-18638962	before first	51::276	262::242	50::279	223::334	-0.363877967088976	3.39967508694637e-09	1.09078254440609e-07	Cassette
LOC_Os02g38494	Chr2:23281181-23281261	1-2	37::47	0::222	13::55	8::62	0.445805493689681	4.52226873249448e-09	1.44415361119378e-07	AltStart
LOC_Os04g53440	Chr4:31822013-31822160	2-3	0::155	561::57	317::1549	340::1726	-0.907766990291262	4.98855906849410e-09	1.58561583102322e-07	Cassette
LOC_Os01g01689	Chr1:368117-368156	69	1706::9	1503::106	1651::1505	1418::1446	0.0606316148052047	6.13590594735089e-09	1.94122940715724e-07	Cassette
LOC_Os10g28340	Chr10:14747940-14748032	2	940::211	1229::1297	759::1283	891::2465	0.330141162664157	6.31930867846116e-09	1.98999711254134e-07	Cassette
LOC_Os04g33060	Chr4:20016647-20016706	3-4	76::570	0::787	68::635	14::840	0.117647058823529	7.74309186641885e-09	2.42712031683783e-07	Cassette
LOC_Os03g15890	Chr3:8768774-8768874	5-6	2554::50	2951::879	2230::1915	3141::3211	0.210302687570438	8.19058176432381e-09	2.55561179637296e-07	Cassette
LOC_Os02g54130	Chr2:33172326-33172380	5	408::2617	64::4338	364::3411	110::5269	0.120337187078751	9.71944436932224e-09	3.01879728767716e-07	Cassette
LOC_Os02g12450	Chr2:6489065-6489147	before first	240::284	324::8	268::481	325::279	-0.517888347282259	1.02661778958073e-08	3.1741155476037e-07	A5SS
LOC_Os07g01880	Chr7:533227-533326	1-2	2::862	76::554	7::714	40::569	-0.118320105820106	1.11468249011967e-08	3.4308010397258e-07	Cassette
LOC_Os04g31020	Chr4:18539917-18540011	3	185::52	34::190	315::252	177::280	0.625525210084034	1.21571808078351e-08	3.72491638986012e-07	A5SS
LOC_Os08g01180	Chr8:119123-119215	5	2875::141	3457::0	1322::2107	1553::2409	-0.0467506631299734	1.26927316705095e-08	3.87156774990158e-07	Cassette
LOC_Os02g05520	Chr2:2670559-2670629	7-8	168::307	0::410	146::493	19::534	0.353684210526316	1.45434000570061e-08	4.41625924945336e-07	Cassette
LOC_Os10g30600	Chr10:15922378-15922395	4	6::53	115::0	20::152	137::146	-0.898305084745763	1.66909356736221e-08	5.04585530897677e-07	A3SS
LOC_Os05g33644	Chr5:19798472-19798759	6	181::0	4::93	103::120	14::130	0.958762886597938	1.77694117487425e-08	5.34812118207729e-07	Cassette
LOC_Os07g43870	Chr7:26230807-26230952	1	549::3	597::5	540::139	1069::787	0.00287086523183588	1.81479211454282e-08	5.4379806004935e-07	A5SS
LOC_Os03g63360	Chr3:35806909-35807384	2	1::90	92::15	14::163	354::478	-0.848824073123139	2.1535332070813e-08	6.42470740112589e-07	A3SS
LOC_Os07g41570	Chr7:24909805-24909838	before first	58::364	0::755	277::709	110::912	0.137440758293839	2.34681724840642e-08	6.97076459548492e-07	A5SS
LOC_Os01g46710	Chr1:26605461-26605558	2-3	194::1213	25::1081	186::1567	61::1470	0.115278040178853	3.47973607102011e-08	1.02909411978603e-06	Cassette
LOC_Os11g08590	Chr11:4562929-4563067	6-7	17::337	270::223	20::340	125::404	-0.499644743929132	3.60152704594804e-08	1.06050160028305e-06	Cassette
LOC_Os02g49700	Chr2:30381929-30381959	1	2482::0	1226::12	2499::2917	1076::2188	0.00969305331179326	3.75724953295037e-08	1.10158669496243e-06	A5SS
LOC_Os01g21420	Chr1:11963441-11963616	11-12	248::243	115::803	1344::613	1252::1497	0.379819318539817	4.0336631740024e-08	1.17755265706285e-06	Cassette_multi
LOC_Os08g23140	Chr8:13948709-13949467	8	264::1169	44::1415	546::1543	267::1446	0.153963432108672	4.44706851863889e-08	1.29269060101631e-06	Cassette
LOC_Os09g36180	Chr9:20858379-20858408	9	0::492	284::702	61::504	258::644	-0.286965308184574	5.69558903604847e-08	1.64857006907241e-06	A3SS
LOC_Os04g34010	Chr4:20593451-20593490	5	88::14	45::237	217::238	240::434	0.703170629954109	6.08890635079837e-08	1.75494665246316e-06	A5SS
LOC_Os07g42260	Chr7:25290435-25290447	8	67::406	0::616	159::528	58::581	0.141649048625793	6.20542199751444e-08	1.78098229650182e-06	A3SS
LOC_Os02g51400	Chr2:31476610-31476651	10	414::423	213::589	202::746	109::754	0.22903762100126	7.62704561610846e-08	2.17979681851974e-06	Cassette
LOC_Os08g39080	Chr8:24689191-24689232	6-7	179::225	0::155	203::815	21::477	0.443069306930693	8.09215839286452e-08	2.30049897042833e-06	Cassette
LOC_Os09g24910	Chr9:14874165-14874225	5-6	90::633	2::644	130::542	19::488	0.121390137692638	8.11702077187297e-08	2.30049897042833e-06	Cassette
LOC_Os05g46490	Chr5:26934904-26934984	8	5858::178	4128::10	3090::3469	2089::2195	-0.0270731019073251	8.37594061165464e-08	2.36403103902385e-06	Cassette
LOC_Os05g39140	Chr5:22958850-22958936	3	855::0	552::64	401::282	286::361	0.103896103896104	8.76104947878568e-08	2.46250655184712e-06	Cassette
LOC_Os04g52340	Chr4:31099198-31099212	10	0::2502	119::2956	285::1120	452::1440	-0.0388146640393235	8.93925468727273e-08	2.50225557130984e-06	A3SS
LOC_Os05g45900	Chr5:26592116-26592124	11	20::76	92::2	56::376	85::318	-0.770390070921986	9.07594016269976e-08	2.53010430273294e-06	A5SS
LOC_Os08g13905	Chr8:8304181-8304353	2	427::64	79::92	304::251	34::186	0.407665463727207	9.69924809182457e-08	2.69282798043227e-06	Cassette
LOC_Os08g41560	Chr8:26253341-26253421	3	0::192	53::89	61::290	135::173	-0.373239436619718	9.93882843572507e-08	2.74812646421959e-06	AltEnd
LOC_Os09g29840	Chr9:18153512-18153517	8	1809::0	115::424	835::1586	260::1096	0.786641929499072	1.04511932245104e-07	2.8780978264421e-06	A3SS
LOC_Os04g54474	Chr4:32408213-32408266	3-4	8::505	62::266	18::474	66::321	-0.173429848333571	1.09791814143461e-07	3.01130612824121e-06	Cassette
LOC_Os10g24094	Chr10:12343787-12343847	3	528::1329	66::1071	444::792	218::635	0.226449155412116	1.22409525742333e-07	3.34389395220622e-06	A5SS
LOC_Os05g34900	Chr5:20732296-20732463	5	111::558	9::933	177::621	81::831	0.156365142383822	1.35628392674777e-07	3.69017730789534e-06	A5SS
LOC_Os09g29420	Chr9:17877838-17877861	8	244::7	96::59	228::225	139::167	0.352756715075183	1.36927985976644e-07	3.71069386698458e-06	A3SS
LOC_Os01g12840	Chr1:7107973-7108065	2	621::7	267::85	324::641	196::449	0.230330775911986	1.42998857421601e-07	3.8598342388164e-06	Cassette
LOC_Os08g02950	Chr8:1284547-1284695	6	2666::62	819::111	1415::1136	582::249	0.0966275659824047	1.50661857898355e-07	4.05060062223167e-06	Cassette
LOC_Os11g03970	Chr11:1607331-1607454	10	224::991	0::925	237::1338	207::1332	0.184362139917695	1.72138593328358e-07	4.59261691551971e-06	A3SS
LOC_Os04g40400	Chr4:24015405-24015617	2	2882::20	516::0	4136::2122	2570::2071	-0.00689179875947621	1.72172495362765e-07	4.59261691551971e-06	A5SS
LOC_Os01g70010	Chr1:40498277-40498279	1	51::94	1832::0	47::32	1715::149	-0.648275862068965	1.74523995768816e-07	4.63715710632612e-06	AltStart
LOC_Os05g37140	Chr5:21706685-21707116	1	36::162	0::1101	60::39	53::549	0.181818181818182	1.80080284585268e-07	4.76617157878984e-06	A5SS
LOC_Os11g04390	Chr11:1822560-1822892	2	236::2	124::33	396::852	397::1722	0.20178772145801	1.92266570520841e-07	5.06898144450683e-06	A3SS
LOC_Os07g01820	Chr7:474015-474101	3	8::7154	247::8871	161::8017	254::9969	-0.0259722675408016	1.99243134718214e-07	5.23263244151849e-06	Cassette
LOC_Os09g32820	Chr9:19574328-19574352	12	121::2051	0::2088	374::1815	262::1779	0.0557090239410681	2.33095863333549e-07	6.09814639382615e-06	A3SS
LOC_Os05g18280	Chr5:10532634-10532691	3-4	448::97	1293::32	329::504	670::877	-0.153722030981067	2.46404189355283e-07	6.42161416089899e-06	Cassette
LOC_Os08g30480	Chr8:18759834-18759902	3	780::76	1906::0	440::264	1065::898	-0.0887850467289719	2.74791983010087e-07	7.13410331463592e-06	Cassette
LOC_Os08g04830	Chr8:2429671-2429680	2	0::385	163::648	198::476	188::744	-0.20098643649815	3.506030527246e-07	9.06768807845144e-06	A3SS
LOC_Os09g32930	Chr9:19626392-19626404	14	786::406	14::90	656::1272	20::167	0.524780588538978	3.64105778435109e-07	9.38124054892277e-06	Cassette
LOC_Os06g05910	Chr6:2708158-2708559	7	168::0	89::0	595::356	225::394	0	3.90917412260557e-07	1.0034038634703e-05	A3SS
LOC_Os07g28460	Chr7:16655808-16656391	5-6	49::282	1::313	281::547	44::360	0.144851540400639	4.43984432612389e-07	1.13533162053739e-05	Cassette
LOC_Os09g14600	Chr9:8645325-8645360	4	865::8	529::293	622::647	484::620	0.346755017752827	5.0585570064267e-07	1.28870055272339e-05	A5SS
LOC_Os12g20144	Chr12:11721023-11721065	7	1580::243	459::339	1516::1296	1834::1472	0.291515266498666	5.13020105672332e-07	1.30207565626239e-05	Cassette
LOC_Os02g12600	Chr2:6584752-6584764	6	338::191	363::0	562::641	422::488	-0.361058601134216	5.41036577994625e-07	1.36807836562061e-05	A5SS
LOC_Os11g31770	Chr11:18649480-18649512	22	1212::36	4241::4	1269::985	3403::2565	-0.0279038688049289	5.6146505723384e-07	1.41447604418688e-05	A3SS
LOC_Os04g29424	Chr4:17492881-17492969	5	43::113	848::196	141::403	902::1267	-0.536619510757442	5.72355378573422e-07	1.43659088009462e-05	A3SS
LOC_Os02g36740	Chr2:22165394-22165423	4	121::1912	230::1297	266::1629	342::1187	-0.0911041811421306	6.39206648867533e-07	1.5984866270577e-05	A3SS
LOC_Os09g33520	Chr9:19773853-19773994	5	714::399	1339::305	541::1150	956::1307	-0.172967451682505	6.8046435580767e-07	1.69542803963508e-05	Cassette
LOC_Os02g49610	Chr2:30323773-30323842	4	61::2121	2::2502	257::1421	115::1647	0.0271572816216327	6.89962799153963e-07	1.70551859046105e-05	A3SS
LOC_Os11g03970	Chr11:1607109-1607302	9	224::305	0::221	348::966	321::860	0.4234404536862	6.91748692242423e-07	1.70551859046105e-05	A5SS
LOC_Os03g24460	Chr3:13946253-13946371	7-8	22::1684	171::1402	70::1575	203::1428	-0.0958138099777234	6.92036358375844e-07	1.70551859046105e-05	Cassette
LOC_Os04g32690	Chr4:19701488-19701575	18	913::302	1055::112	466::748	553::681	-0.152587091518825	7.0388781757378e-07	1.72846387550067e-05	Cassette
LOC_Os01g56360	Chr1:32473918-32473995	8	1671::3	1429::79	941::810	847::960	0.0505951532091689	7.35091680000921e-07	1.79859482279362e-05	Cassette
LOC_Os02g35910	Chr2:21571889-21572004	4-5	359::157	21::202	265::464	217::484	0.601566030521083	7.42121028991822e-07	1.80928574881806e-05	Cassette_multi
LOC_Os01g70740	Chr1:40948524-40948635	2	0::1665	141::754	78::1806	298::1519	-0.157541899441341	7.45864455772592e-07	1.81191786720185e-05	A3SS
LOC_Os05g06530	Chr5:3361438-3361508	2	277::67	551::2	294::441	552::662	-0.191150805332436	7.53574012537612e-07	1.82413182679033e-05	A3SS
LOC_Os12g16350	Chr12:9352002-9353718	3	1068::530	618::0	515::2077	127::1156	-0.3325	8.08858023827529e-07	1.95101144612583e-05	Cassette
LOC_Os04g45930	Chr4:27203594-27203618	9	1599::8	1972::164	1507::1701	1849::2069	0.0718008059309808	8.68679133296445e-07	2.08624120780252e-05	A5SS
LOC_Os01g13660	Chr1:7654555-7654633	1-2	119::6124	0::5880	201::2488	46::2514	0.0190613487105558	8.71056311402403e-07	2.08624120780252e-05	Cassette
LOC_Os01g61430	Chr1:35521305-35521373	5	3449::26	2745::150	1906::1459	1615::1277	0.0443314571141015	9.11640665111386e-07	2.17336603988367e-05	Cassette
LOC_Os07g29420	Chr7:17273549-17273554	2	259::155	365::43	379::506	257::443	-0.269003978402955	9.13823415769965e-07	2.17336603988367e-05	A3SS
LOC_Os11g08590	Chr11:4565008-4565180	3	179::0	269::0	149::363	252::170	0	1.08149300432887e-06	2.5631761029425e-05	A5SS
LOC_Os12g31660	Chr12:19067572-19068609	3	1::128	646::59	213::355	589::428	-0.908560118753093	1.32903642474703e-06	3.13892561150322e-05	Cassette_multi
LOC_Os05g32390	Chr5:18897162-18897167	5	132::75	233::0	168::231	202::252	-0.36231884057971	1.37446894176576e-06	3.23499575843968e-05	A5SS
LOC_Os08g11220	Chr8:6598562-6598715	2	3396::93	987::98	1375::1054	192::376	0.0650677868601918	1.48725415506672e-06	3.488380263022e-05	Cassette
LOC_Os10g30590	Chr10:15922378-15922395	3	6::53	115::0	20::86	137::66	-0.898305084745763	1.51208576886165e-06	3.53443553257627e-05	A5SS
LOC_Os11g06410	Chr11:3092610-3092688	2	0::820	73::682	40::1143	70::914	-0.0966887417218543	1.55982885584983e-06	3.63354653338716e-05	Cassette
LOC_Os12g38560	Chr12:23675729-23675791	2	1642::56	180::51	2014::1987	308::350	0.187799244336347	1.78565059426679e-06	4.14539090177566e-05	A3SS
LOC_Os10g24094	Chr10:12342485-12343511	4-5	0::563	34::299	445::2723	547::1874	-0.102102102102102	2.36130740900474e-06	5.46313367212594e-05	MXE
LOC_Os09g29840	Chr9:18153605-18153617	7	0::1809	90::115	147::1848	575::2176	-0.439024390243902	2.43100458742903e-06	5.60531973006518e-05	A5SS
LOC_Os01g41565	Chr1:23531232-23531455	6	3375::1	2567::108	1327::1912	1028::1620	0.0400526592477735	2.67280180140325e-06	6.14107701481241e-05	Cassette_multi
LOC_Os10g30550	Chr10:15885223-15885261	14	220::0	178::11	192::55	174::231	0.0582010582010583	2.69026256206801e-06	6.14107701481241e-05	A3SS
LOC_Os12g30520	Chr12:18315741-18315791	5	171::48	536::0	421::514	587::581	-0.219178082191781	2.69044538431946e-06	6.14107701481241e-05	A3SS
LOC_Os12g20324	Chr12:11869826-11869834	3	0::678	202::856	323::580	598::995	-0.190926275992439	2.72817278714753e-06	6.20636498266807e-05	A3SS
LOC_Os01g21420	Chr1:11962203-11962257	8-9	1051::245	129::828	1191::1104	660::1326	0.676306306088562	3.1324882268634e-06	7.10239497304163e-05	Cassette
LOC_Os08g05510	Chr8:2939052-2939106	5	1600::913	1765::587	827::1727	948::1726	-0.113735953991625	3.41846033305492e-06	7.72503893203973e-05	Cassette
LOC_Os06g13570	Chr6:7490957-7491039	4-5	61::422	393::314	57::480	257::668	-0.429575876842343	3.48843206291195e-06	7.85705791123413e-05	Cassette
LOC_Os08g02140	Chr8:719117-719168	5	0::771	69::417	70::569	158::411	-0.141975308641975	3.59343320259274e-06	8.0668424567775e-05	A3SS
LOC_Os01g14790	Chr1:8271815-8272073	2	1514::117	2681::41	1130::531	1555::1123	-0.0566580199719731	4.38199798129319e-06	9.80472048314352e-05	Cassette
LOC_Os04g40030	Chr4:23828482-23828540	3-4	83::302	0::301	179::476	98::367	0.215584415584416	4.70935145758552e-06	0.000105026257752448	Cassette
LOC_Os11g04440	Chr11:1851172-1851894	3	2::645	1::464	34::264	198::301	0.000940652473783052	4.72718027269255e-06	0.000105079347107368	AltEnd
LOC_Os07g10540	Chr7:5692620-5692676	12-13	78::605	0::612	74::365	9::288	0.114035087719298	4.75058981764582e-06	0.000105255739217026	Cassette
LOC_Os01g73230	Chr1:42449138-42449191	4	105::1211	1::1417	233::1315	130::1411	0.0790822640037798	5.20995488208543e-06	0.00011505880879203	A3SS
LOC_Os03g10350	Chr3:5281480-5281556	2	7::73	268::107	9::45	151::96	-0.627166666666667	5.36195214914153e-06	0.000118032357664921	AltStart
LOC_Os02g55720	Chr2:34119297-34119392	7-8	6433::29	1878::68	1251::755	550::331	0.03133475786127	5.5611651635292e-06	0.000122022727233308	Cassette
LOC_Os01g02334	Chr1:741507-741631	1	1354::0	653::78	1869::1025	803::369	0.106703146374829	5.67236247135964e-06	0.000124062410064914	A5SS
LOC_Os01g15020	Chr1:8424786-8424851	14	1671::0	1421::78	1590::1771	1551::1845	0.0523507835945315	5.96068132104994e-06	0.000129950494698018	A3SS
LOC_Os01g02334	Chr1:738475-738481	3	147::1	207::365	119::77	504::452	0.631355131355131	6.08731571444214e-06	0.000132287289104267	A3SS
LOC_Os07g49460	Chr7:29617156-29617185	3	370::184	127::342	256::328	114::314	0.397380609512017	6.13030310094502e-06	0.000132797202842764	Cassette
LOC_Os05g50420	Chr5:28900646-28902003	4-5	21::163	204::131	117::597	298::580	-0.494824789097988	6.52985880431985e-06	0.000141003490752329	Cassette_multi
LOC_Os05g41070	Chr5:24065387-24065442	3-4	257::1773	91::1825	477::1345	239::1371	0.0791062044283555	8.01276092398998e-06	0.000172477214572721	Cassette
LOC_Os05g27520	Chr5:16007577-16007697	11	0::115	0::77	449::1262	372::263	0	9.15122994293989e-06	0.000196361722624218	AltEnd
LOC_Os08g23140	Chr8:13945549-13945632	3-4	467::487	130::508	264::773	127::681	0.285243480116201	9.42808607722534e-06	0.000201666168230462	Cassette
LOC_Os01g16660	Chr1:9448747-9448963	4	2::286	227::272	91::241	235::371	-0.447965375194834	9.53031866300945e-06	0.000203213879453888	MXE
LOC_Os05g19470	Chr5:11318134-11318227	5	567::324	273::477	462::833	306::762	0.272363636363636	9.7365875177035e-06	0.000206963338423185	Cassette
LOC_Os01g01390	Chr1:197915-197954	2	207::1232	451::1123	135::1015	303::1123	-0.142681235115802	1.0316091555237e-05	0.000218598301429041	Cassette
LOC_Os06g11440	Chr6:6041273-6041400	15-16	0::578	30::537	13::604	220::827	-0.0529100529100529	1.06372098038199e-05	0.000224702798402431	Cassette
LOC_Os04g51180	Chr4:30313280-30313367	9	387::124	564::17	593::267	508::92	-0.213401551411124	1.11463702091291e-05	0.000234729443227543	A3SS
LOC_Os05g38470	Chr5:22568296-22568396	3	0::73	91::0	64::96	166::111	-1	1.16268931600735e-05	0.000244092985416111	A5SS
LOC_Os03g51890	Chr3:29758236-29758278	before first	10::108	89::17	775::670	552::361	-0.75487687879757	1.26066774625891e-05	0.000263848061847788	MXE
LOC_Os08g20020	Chr8:11986055-11986166	3	608::45	711::475	395::571	389::703	0.331593191625627	1.6820036688422e-05	0.000350950581455971	Cassette
LOC_Os06g05804	Chr6:2644273-2644287	2	76::476	145::112	822::1159	959::993	-0.42652117521006	1.76636107701946e-05	0.000367424710883376	A3SS
LOC_Os08g13640	Chr8:8111588-8111689	8	0::1078	7::182	8::1280	26::223	-0.037037037037037	2.00973462946469e-05	0.000416774846024965	Cassette
LOC_Os09g29190	Chr9:17743905-17743941	4	600::54	988::2	524::628	889::1016	-0.0805486053192475	2.13857263614611e-05	0.000442145017357624	A5SS
LOC_Os01g74640	Chr1:43227121-43227162	3-4	529::234	295::304	444::851	248::698	0.201229798355025	2.31022045060283e-05	0.000476185439545467	Cassette
LOC_Os10g21470	Chr10:10994432-10994727	2-3	240::31	11::59	179::164	23::110	0.728465998945704	2.33122136537786e-05	0.000478458580698941	Cassette
LOC_Os05g06470	Chr5:3331616-3331736	15-16	94::1041	33::1679	146::1117	81::1507	0.0635436823253325	2.34123049971799e-05	0.000478458580698941	Cassette
LOC_Os03g18270	Chr3:10244237-10244369	4-5	563::810	785::320	863::1712	947::1292	-0.300356256570643	2.34235088757347e-05	0.000478458580698941	Cassette
LOC_Os02g33750	Chr2:20136180-20136257	5	666::0	798::3	918::284	1131::667	0.00374531835205993	2.45444072130434e-05	0.000499853466656052	A3SS
LOC_Os02g56320	Chr2:34481391-34481414	16	19::195	0::605	298::634	137::775	0.088785046728972	2.47680976192101e-05	0.000502403254141269	A3SS
LOC_Os07g33860	Chr7:20262470-20262883	3	24626::64	22944::4897	1427::441	1361::1294	0.173229858018768	2.48173321657551e-05	0.000502403254141269	AltEnd
LOC_Os05g35274	Chr5:20947247-20947327	6	0::146	41::44	25::120	55::51	-0.482352941176471	2.68512322254364e-05	0.000541964633820232	AltEnd
LOC_Os02g02350	Chr2:784945-785217	2	540::518	1::577	847::272	686::319	0.508666871619102	2.733315518958e-05	0.000550059531359537	AltStart
LOC_Os01g73150	Chr1:42423188-42423193	4	236::11	112::66	254::397	188::372	0.326252103898467	2.82029640519222e-05	0.000565889561891372	A3SS
LOC_Os09g29950	Chr9:18228739-18228746	5	121::39	1::67	159::372	74::287	0.741544117647059	2.85464134533498e-05	0.000571096189146133	A3SS
LOC_Os03g09930	Chr3:4953458-4953573	1-2	278::52	724::14	495::232	1067::376	-0.138605567873861	2.89674370152866e-05	0.000577819667384104	Cassette
LOC_Os04g57610	Chr4:34284441-34284450	6	29::2913	0::3359	1041::3360	289::3261	0.00985723997280761	2.92595058370766e-05	0.000581939060537412	A5SS
LOC_Os07g44730	Chr7:26702807-26702917	7	2158::5	1268::54	1560::1381	1196::972	0.0385355969569355	3.01558601744794e-05	0.000598017961827431	Cassette
LOC_Os08g15444	Chr8:9396377-9396721	2	87::143	125::0	281::494	332::259	-0.618025751072961	3.1890178068893e-05	0.00063057264890875	A5SS
LOC_Os08g39080	Chr8:24689644-24689814	7	891::426	424::448	624::958	261::649	0.190299053311321	3.41838374565168e-05	0.000673966557620949	Cassette_multi
LOC_Os05g01010	Chr5:35098-35119	4	2121::14	775::11	1966::648	732::437	0.00743753389229551	3.54067925844584e-05	0.000696060702773081	A5SS
LOC_Os03g01360	Chr3:269113-269568	1	884::140	1003::9	539::1461	532::778	-0.127825469367589	3.64741058729174e-05	0.000714976565266813	Cassette_multi
LOC_Os05g30140	Chr5:17451856-17452045	13	99::1146	44::2162	191::1116	160::1889	0.059572469387978	3.66750326356157e-05	0.000716849344791546	Cassette
LOC_Os07g43900	Chr7:26249252-26249294	2-3	88::346	194::207	110::487	164::429	-0.281025546732248	3.85260102960339e-05	0.000750870836772557	Cassette
LOC_Os02g32290	Chr2:19069372-19069461	2	1497::240	780::421	955::1246	541::1012	0.21237195831338	3.92796043573872e-05	0.000763371053825565	Cassette
LOC_Os04g29424	Chr4:17493063-17493074	4	143::13	1019::25	203::437	1074::1053	-0.0593869731800767	4.05193148210907e-05	0.00078522045416826	A5SS
LOC_Os03g10430	Chr3:5311872-5311900	4	240::10	79::41	421::706	241::449	0.301746506986028	4.19612602184875e-05	0.000810853670472024	Cassette
LOC_Os07g41900	Chr7:25101823-25102007	3-4	119::2153	0::2475	228::2484	47::2669	0.0523767605633803	4.59361515677417e-05	0.000885149300180677	Cassette
LOC_Os09g32930	Chr9:19626195-19626208	13	408::736	90::14	427::1310	92::172	-0.508741258741259	5.4441769473172e-05	0.00104608168349298	A5SS
LOC_Os03g01200	Chr3:126409-126661	14	13::1525	182::1164	189::1949	218::1631	-0.126762917433923	5.72761900704423e-05	0.00109512348076217	A3SS
LOC_Os01g52250	Chr1:30039770-30039842	2-3	0::533	90::270	67::642	95::410	-0.25	5.73160774994607e-05	0.00109512348076217	Cassette
LOC_Os07g04390	Chr7:1948105-1948262	4	80::62	588::38	46::123	357::420	-0.375916842910498	5.79592158894491e-05	0.00110430976605051	Cassette
LOC_Os01g63400	Chr1:36736813-36737401	4	232::70	314::0	743::84	870::17	-0.231788079470199	5.84158816416316e-05	0.00110755369424208	AltEnd
LOC_Os09g32300	Chr9:19283800-19283982	6	21::820	76::598	61::925	159::762	-0.0877893704329663	5.84551273497362e-05	0.00110755369424208	A3SS
LOC_Os04g39560	Chr4:23560195-23560470	2	430::1	46::46	444::345	363::365	0.497679814385151	5.88589084416822e-05	0.00111210637561201	Cassette
LOC_Os11g32369	Chr11:19124595-19124730	3-4	84::132	346::82	112::260	289::291	-0.419522326064382	5.90319964529911e-05	0.00111228709106162	Cassette
LOC_Os01g56980	Chr1:32903339-32903419	31	768::23	552::104	140::41	102::122	0.130802272861715	5.92069267189531e-05	0.00111250142415005	AltEnd
LOC_Os03g25140	Chr3:14363601-14363659	7	2702::2	2181::67	1196::1044	1078::1009	0.0290519199302507	6.02807631829933e-05	0.00112955854317003	Cassette
LOC_Os01g63400	Chr1:36736529-36737403	3	322::70	422::0	824::84	960::17	-0.178571428571429	6.14316637432906e-05	0.001147962024126	AltEnd
LOC_Os05g29810	Chr5:17247116-17247135	1	1319::54	3478::20	1550::1124	3848::2812	-0.033612381562745	6.19886828004547e-05	0.0011551973161882	A5SS
LOC_Os05g35540	Chr5:21128142-21128187	5-6	0::673	55::555	34::757	128::673	-0.0901639344262295	6.52486959894118e-05	0.0012126274046994	Cassette
LOC_Os01g51290	Chr1:29487996-29488101	7	161::433	393::200	2953::4260	1947::2780	-0.39168810079434	6.6893998023743e-05	0.00123981736936648	A3SS
LOC_Os11g24180	Chr11:13783336-13783419	6-7	230::277	14::151	128::421	12::174	0.368800430338892	6.76955781008363e-05	0.00125126446261383	Cassette
LOC_Os12g20410	Chr12:11916031-11916277	2	1891::136	5479::0	989::1101	2163::2676	-0.067094227923039	7.21287344712085e-05	0.00132959255250179	Cassette_multi
LOC_Os07g41570	Chr7:24909884-24909930	before first	364::58	755::0	498::419	651::445	-0.137440758293839	7.40913491413407e-05	0.00136207934286324	A3SS
LOC_Os10g30951	Chr10:16155405-16156203	7	0::386	22::597	857::821	571::942	-0.0355411954765751	7.43357249417841e-05	0.00136288841254452	A5SS
LOC_Os11g01200	Chr11:117752-117757	16	2059::19	3088::37	1066::1578	1586::1505	0.00269341810755308	7.71352251050598e-05	0.00141041344399091	A3SS
LOC_Os02g34130	Chr2:20415300-20415444	3	0::413	0::65	17::221	146::175	0	7.93670336396308e-05	0.00144733126760528	A3SS
LOC_Os07g23810	Chr7:13444498-13444535	2-3	1072::95	695::202	1396::1306	1146::1139	0.143664325115228	7.97138522443192e-05	0.00144976904536326	A3SS
LOC_Os01g73270	Chr1:42471614-42471654	2-3	0::700	165::1070	77::1147	164::2217	-0.133603238866397	8.3472334046496e-05	0.00151407684315804	Cassette
LOC_Os03g11490	Chr3:5954346-5954474	9	135::5	1553::19	102::150	968::418	-0.0236277717193748	8.45538451994243e-05	0.00152961504001724	Cassette
LOC_Os10g36420	Chr10:19475010-19475068	1	367::16	614::194	412::411	596::831	0.198694355568061	8.57564353134285e-05	0.00154725536605289	Cassette
LOC_Os08g12680	Chr8:7506206-7506262	27-28	138::1197	23::1331	84::1283	21::1352	0.0863840804607239	8.62995712544699e-05	0.00155293567109234	Cassette
LOC_Os02g42134	Chr2:25339630-25339974	19	47::413	0::378	38::695	140::639	0.101952277657267	8.85973073758406e-05	0.00159007621311469	A3SS
LOC_Os04g37470	Chr4:22317579-22317708	1-2	139::263	230::127	114::322	175::227	-0.298486558802626	8.99242513721824e-05	0.00160964409956207	Cassette
LOC_Os05g39650	Chr5:23280072-23280125	1-2	1950::59	1809::216	912::963	827::1177	0.0772988219678116	9.66215012410719e-05	0.00172498543685504	Cassette
LOC_Os04g53220	Chr4:31699121-31699273	3-4	67::2657	0::2834	120::1303	31::1381	0.0245961820851689	9.8490827208738e-05	0.00175375551485297	Cassette
